generation,phase,lead_best,lead_avg,follow_best,follow_avg,best_delta_lead,best_delta_follow,n_species_lead,n_species_follow,n_conns_lead,n_conns_follow,elapsed_sec
572,1,1.548828,0.482303,-0.798828,-1.884871,1.548828,-0.798828,283,285,61,77,5.07
573,1,1.197266,-0.670838,-1.324219,-1.816100,1.197266,-1.324219,272,277,55,53,3.00
574,1,0.478516,-0.351801,0.458984,-0.325121,0.478516,0.458984,273,282,74,50,4.00
575,1,0.029297,-0.731533,2.232422,1.367645,0.029297,2.232422,274,280,63,82,3.86
576,1,1.783203,0.003117,-0.216797,-1.771508,1.783203,-0.216797,267,285,50,49,6.23
577,1,-0.283203,-1.610477,4.630859,4.020463,-0.283203,4.630859,280,284,49,84,4.97
578,1,-0.669922,-1.716838,0.439453,-0.464908,-0.669922,0.439453,272,293,51,78,4.22
579,1,0.441406,-1.501053,0.308594,-0.612012,0.441406,0.308594,292,286,51,82,5.14
580,1,2.023438,1.289199,-1.373047,-2.065793,2.023438,-1.373047,275,290,75,86,2.92
581,1,0.828125,-0.899801,0.242188,-0.216221,0.828125,0.242188,277,290,48,74,4.21
582,1,1.779297,0.554562,-0.490234,-1.656979,1.779297,-0.490234,281,288,61,84,5.02
583,1,2.208984,1.466807,-0.640625,-1.190881,2.208984,-0.640625,272,289,62,86,4.37
584,1,0.595703,-0.817674,1.650391,0.775164,0.595703,1.650391,275,290,51,86,5.24
585,1,0.845703,0.020076,0.306641,-0.766805,0.845703,0.306641,274,279,74,82,4.17
586,1,1.169922,-0.119508,0.664062,0.069666,1.169922,0.664062,277,281,55,82,5.24
587,1,-0.851562,-2.364232,-1.218750,-2.026012,-0.851562,-1.218750,272,277,49,82,5.19
588,1,1.962891,0.092234,0.238281,-1.094533,1.962891,0.238281,271,282,64,83,5.15
589,1,1.976562,0.913998,1.177734,0.746826,1.976562,1.177734,269,282,51,79,4.03
590,1,0.027344,-1.393102,-0.494141,-1.008053,0.027344,-0.494141,263,283,51,83,5.59
591,1,-1.224609,-2.277516,-0.902344,-1.821586,-1.224609,-0.902344,273,292,50,76,6.21
592,1,1.859375,0.451729,-0.943359,-1.713842,1.859375,-0.943359,269,287,53,54,4.15
593,1,2.660156,1.562299,-0.189453,-1.017477,2.660156,-0.189453,269,296,57,83,5.52
594,1,0.837891,0.102199,0.675781,0.136971,0.837891,0.675781,266,294,61,76,3.04
595,1,-1.453125,-2.559420,0.916016,-0.332229,-1.453125,0.916016,278,287,57,89,4.46
596,1,0.345703,-1.411852,0.236328,-0.319305,0.345703,0.236328,287,279,56,85,4.01
597,1,3.039062,2.095580,0.199219,-1.068973,3.039062,0.199219,282,291,64,52,3.13
598,1,-0.023438,-1.496889,1.837891,1.156586,-0.023438,1.837891,289,280,75,56,4.17
599,1,2.134766,1.032912,3.271484,2.031779,2.134766,3.271484,291,280,59,87,3.29
600,1,2.140625,1.356973,-0.138672,-0.716387,2.140625,-0.138672,293,290,61,52,2.00
601,1,2.205078,1.581539,1.046875,0.597643,2.205078,1.046875,303,279,65,84,2.03
602,1,1.515625,0.725074,-1.480469,-2.145104,1.515625,-1.480469,298,283,66,53,3.10
603,1,-0.873047,-1.636229,-0.732422,-1.289012,-0.873047,-0.732422,298,281,75,76,3.24
604,1,2.617188,1.302975,0.478516,-1.279535,2.617188,0.478516,298,280,52,50,5.08
605,1,2.064453,1.467199,-1.105469,-1.587312,2.064453,-1.105469,293,283,61,86,2.00
606,1,2.507812,1.664078,0.503906,-0.057846,2.507812,0.503906,292,288,75,78,2.06
607,1,-0.023438,-1.053301,-0.783203,-1.295549,-0.023438,-0.783203,286,285,62,85,4.51
608,1,-2.687500,-4.177570,-1.595703,-2.190721,-2.687500,-1.595703,288,283,65,85,5.31
609,1,0.292969,-0.845998,-0.119141,-0.825230,0.292969,-0.119141,295,287,50,54,5.36
610,1,2.500000,0.585494,0.447266,-0.844707,2.500000,0.447266,297,277,75,52,5.75
611,1,1.158203,0.721154,-0.546875,-1.089920,1.158203,-0.546875,293,276,65,52,2.13
612,1,1.916016,1.430371,-1.894531,-2.654225,1.916016,-1.894531,288,273,48,52,3.19
613,1,-0.679688,-1.957715,-0.087891,-1.362244,-0.679688,-0.087891,289,274,66,86,5.54
614,1,1.488281,0.702937,-2.357422,-3.087238,1.488281,-2.357422,291,273,71,79,3.09
615,1,3.197266,2.190633,0.923828,-0.167924,3.197266,0.923828,283,272,65,84,4.55
616,1,1.425781,0.490189,-0.322266,-0.872525,1.425781,-0.322266,283,271,49,58,4.21
617,1,1.480469,0.244436,0.103516,-0.376094,1.480469,0.103516,293,280,56,51,3.04
618,1,1.644531,0.769699,-2.402344,-3.411010,1.644531,-2.402344,285,182,61,51,4.29
619,1,2.179688,0.966168,-0.367188,-0.922088,2.179688,-0.367188,280,222,73,61,4.16
620,1,2.166016,0.754480,0.910156,-0.023900,2.166016,0.910156,274,224,56,50,4.96
621,1,1.517578,0.454100,0.179688,-1.018201,1.517578,0.179688,291,243,50,51,4.28
622,1,1.964844,0.889773,-0.812500,-1.650400,1.964844,-0.812500,283,244,69,55,4.05
623,1,1.984375,0.832889,0.113281,-1.843984,1.984375,0.113281,283,249,72,51,3.89
624,1,2.216797,1.105521,1.083984,0.024340,2.216797,1.083984,282,249,53,83,4.13
625,1,2.865234,1.956078,0.357422,-0.068713,2.865234,0.357422,291,257,59,61,3.32
626,1,1.179688,-0.229527,-0.671875,-1.648434,1.179688,-0.671875,292,260,62,82,5.37
627,1,0.990234,-0.657916,-0.185547,-1.354629,0.990234,-0.185547,298,261,73,87,6.29
628,1,2.035156,1.106367,0.671875,0.072154,2.035156,0.671875,289,274,67,49,2.09
629,1,0.591797,-1.382779,-1.078125,-2.551906,0.591797,-1.078125,296,279,49,56,4.87
630,1,1.601562,0.725078,0.156250,-0.261623,1.601562,0.156250,302,277,64,57,2.74
631,1,1.166016,-0.393109,-0.130859,-0.720979,1.166016,-0.130859,300,277,47,58,4.21
632,1,2.029297,0.630344,-0.398438,-1.230068,2.029297,-0.398438,301,263,47,60,6.21
633,1,-0.117188,-1.198268,-0.503906,-1.886498,-0.117188,-0.503906,294,261,52,52,5.15
634,1,1.630859,0.590275,0.386719,-0.151463,1.630859,0.386719,298,269,68,52,2.11
635,1,1.388672,-0.359693,-0.867188,-2.246512,1.388672,-0.867188,290,275,70,87,5.20
636,1,2.001953,1.090227,-0.517578,-1.082443,2.001953,-0.517578,283,276,73,50,2.08
637,1,2.396484,1.613936,-3.169922,-3.653270,2.396484,-3.169922,284,274,59,50,4.33
638,1,0.353516,-0.765410,0.894531,0.299115,0.353516,0.894531,279,274,50,56,4.38
639,1,2.060547,1.540670,3.062500,2.434551,2.060547,3.062500,291,278,62,49,2.95
640,1,0.873047,-0.878678,0.375000,-0.384705,0.873047,0.375000,290,259,70,53,4.12
641,1,2.228516,1.527354,0.681641,-0.104689,2.228516,0.681641,289,266,62,82,1.99
642,1,2.125000,1.194473,-0.443359,-1.025459,2.125000,-0.443359,293,265,62,85,2.19
643,1,1.386719,0.817986,1.160156,0.687217,1.386719,1.160156,287,265,72,53,2.01
644,1,0.267578,-0.140074,-0.994141,-1.412322,0.267578,-0.994141,285,275,53,56,4.31
645,1,1.054688,-0.622225,-2.833984,-3.432018,1.054688,-2.833984,282,262,72,82,5.41
646,1,2.076172,1.384488,-0.029297,-1.377119,2.076172,-0.029297,293,275,54,87,3.04
647,1,1.746094,1.081857,-0.242188,-0.669455,1.746094,-0.242188,298,279,75,53,1.93
648,1,2.873047,1.643775,0.673828,0.071854,2.873047,0.673828,299,279,66,52,3.28
649,1,2.076172,0.926242,-2.576172,-3.180689,2.076172,-2.576172,296,279,63,59,5.17
650,1,1.814453,0.968164,-1.416016,-3.576439,1.814453,-1.416016,294,281,75,54,6.85
651,1,2.822266,1.706045,0.546875,-0.073166,2.822266,0.546875,297,291,71,55,1.98
652,1,1.039062,0.424045,-0.953125,-2.166137,1.039062,-0.953125,298,283,49,57,5.53
653,1,-0.417969,-1.084064,0.281250,-0.220471,-0.417969,0.281250,302,288,63,51,3.04
654,1,2.433594,1.301494,-3.302734,-3.869723,2.433594,-3.302734,313,290,72,82,4.00
655,1,1.351562,0.816805,1.943359,1.312074,1.351562,1.943359,310,293,75,51,4.26
656,1,0.156250,-1.074730,-0.443359,-0.988625,0.156250,-0.443359,211,292,77,50,4.41
657,1,1.857422,1.122824,0.908203,0.191035,1.857422,0.908203,238,286,76,54,3.19
658,1,0.992188,0.412199,-0.980469,-2.167328,0.992188,-0.980469,251,287,75,85,5.86
659,1,-0.068359,-1.018662,-0.095703,-0.657598,-0.068359,-0.095703,259,284,59,52,4.23
660,1,0.486328,-0.163967,-0.533203,-1.326605,0.486328,-0.533203,267,296,51,56,5.22
661,1,2.013672,0.865119,-0.142578,-0.853652,2.013672,-0.142578,275,293,77,51,2.05
662,1,0.300781,-0.559291,-0.289062,-0.756693,0.300781,-0.289062,279,289,77,50,2.96
663,1,0.740234,-0.588436,0.791016,0.066787,0.740234,0.791016,278,286,48,54,3.11
664,1,2.951172,2.003270,-2.275391,-2.714678,2.951172,-2.275391,276,289,64,53,3.26
665,1,-0.236328,-0.982557,-0.343750,-0.988430,-0.236328,-0.343750,290,288,63,86,3.42
666,1,1.521484,1.035238,1.318359,0.790443,1.521484,1.318359,275,287,48,54,3.15
667,1,1.759766,1.262949,0.072266,-0.571303,1.759766,0.072266,290,287,72,56,2.13
668,1,0.945312,-0.315312,-1.189453,-1.713510,0.945312,-1.189453,291,285,72,83,3.26
669,1,1.976562,0.934365,-0.316406,-1.050680,1.976562,-0.316406,295,288,63,50,4.45
670,1,1.451172,0.654521,-1.755859,-2.369889,1.451172,-1.755859,290,287,48,48,5.47
671,1,3.394531,1.919832,-0.673828,-1.631779,3.394531,-0.673828,287,291,73,48,5.42
672,1,-0.253906,-1.042006,0.031250,-0.431020,-0.253906,0.031250,291,286,68,52,3.14
673,1,1.453125,0.679371,3.273438,2.419437,1.453125,3.273438,293,281,75,86,4.20
674,1,2.240234,1.301396,0.312500,-0.207023,2.240234,0.312500,298,282,52,61,2.00
675,1,2.361328,1.841611,-1.986328,-2.605656,2.361328,-1.986328,310,287,48,47,3.25
676,1,1.357422,0.676977,-0.705078,-1.286893,1.357422,-0.705078,309,292,53,52,3.18
677,1,0.138672,-0.723879,0.730469,0.186793,0.138672,0.730469,309,284,48,58,4.45
678,1,-0.691406,-1.608301,-0.580078,-1.259096,-0.691406,-0.580078,310,279,50,88,6.45
679,1,1.738281,0.317678,2.927734,1.600330,1.738281,2.927734,311,294,77,86,5.23
680,1,1.410156,0.394396,0.751953,-0.257516,1.410156,0.751953,310,217,53,55,2.89
681,1,1.886719,1.310418,-0.630859,-1.327766,1.886719,-0.630859,313,238,50,52,2.04
682,1,2.113281,1.589686,0.453125,-0.192645,2.113281,0.453125,312,261,79,58,2.11
683,1,1.603516,1.058607,0.406250,-1.869527,1.603516,0.406250,306,260,72,51,5.31
684,1,1.679688,0.883219,0.343750,-0.265748,1.679688,0.343750,301,263,71,48,2.11
685,1,-0.634766,-1.509041,0.332031,-0.228402,-0.634766,0.332031,304,264,72,51,3.35
686,1,2.644531,1.939883,4.164062,3.715635,2.644531,4.164062,299,261,50,49,6.10
687,1,0.275391,-0.954791,-1.257812,-2.133891,0.275391,-1.257812,301,261,51,47,4.21
688,1,0.564453,-0.370984,0.265625,-0.280445,0.564453,0.265625,302,250,52,47,5.24
689,1,0.781250,-0.022404,-1.310547,-1.778100,0.781250,-1.310547,296,245,65,55,2.01
690,1,0.564453,-0.947439,-0.482422,-0.973715,0.564453,-0.482422,295,254,51,56,4.93
691,1,1.695312,0.737203,-0.507812,-1.496400,1.695312,-0.507812,293,278,53,55,4.08
692,1,2.523438,1.638578,-0.007812,-0.468721,2.523438,-0.007812,286,264,51,53,5.07
693,1,1.552734,0.681330,0.039062,-1.302164,1.552734,0.039062,289,274,75,53,3.06
694,1,2.896484,1.824115,-0.960938,-2.893234,2.896484,-0.960938,295,274,48,47,6.34
695,1,0.677734,-0.205168,0.558594,0.026135,0.677734,0.558594,296,284,52,61,5.33
696,1,1.619141,0.945514,-0.630859,-1.356018,1.619141,-0.630859,298,277,75,46,3.28
697,1,1.705078,1.097289,-1.064453,-1.920250,1.705078,-1.064453,299,285,63,52,3.05
698,1,1.998047,1.107703,-2.343750,-3.203947,1.998047,-2.343750,308,288,74,47,5.20
699,1,1.378906,0.346750,0.218750,-1.129641,1.378906,0.218750,306,284,53,53,5.08
700,1,1.267578,0.027867,0.578125,-0.201443,1.267578,0.578125,306,294,54,88,2.89
701,1,2.021484,0.489604,-0.359375,-0.899328,2.021484,-0.359375,299,293,71,56,4.25
702,1,0.699219,-0.317057,0.453125,-0.060164,0.699219,0.453125,300,301,72,55,4.20
703,1,0.796875,-0.004936,0.265625,-0.159949,0.796875,0.265625,284,299,72,56,3.22
704,1,2.273438,1.360793,0.072266,-0.557334,2.273438,0.072266,286,308,72,51,3.32
705,1,1.660156,0.607119,-2.177734,-2.706820,1.660156,-2.177734,265,310,70,55,5.71
706,1,2.669922,1.365070,-0.132812,-0.726686,2.669922,-0.132812,269,312,76,63,3.20
707,1,2.644531,1.797234,0.244141,-1.196031,2.644531,0.244141,264,306,72,62,6.27
708,1,-1.125000,-1.584387,0.714844,0.089244,-1.125000,0.714844,263,315,48,58,4.46
709,1,1.632812,0.559705,0.132812,-0.211891,1.632812,0.132812,265,317,62,55,3.12
710,1,2.671875,2.117025,0.548828,-0.023051,2.671875,0.548828,249,315,70,55,1.82
711,1,1.525391,0.436480,1.068359,0.038072,1.525391,1.068359,254,307,49,57,6.23
712,1,0.312500,-0.781646,0.210938,-0.180109,0.312500,0.210938,224,307,77,56,3.02
713,1,2.339844,1.590689,-2.482422,-3.336443,2.339844,-2.482422,245,312,80,49,5.16
714,1,2.228516,1.811541,-0.431641,-1.201496,2.228516,-0.431641,262,307,49,49,5.23
715,1,-0.121094,-0.921980,0.556641,-0.060408,-0.121094,0.556641,266,311,49,84,4.38
716,1,0.271484,-0.392695,-0.357422,-1.446406,0.271484,-0.357422,263,309,50,56,5.44
717,1,1.609375,1.022691,0.121094,-0.584572,1.609375,0.121094,274,308,54,55,4.17
718,1,1.445312,0.445973,0.007812,-0.714365,1.445312,0.007812,289,301,53,55,4.39
719,1,1.708984,1.166934,-0.785156,-1.607494,1.708984,-0.785156,288,294,74,46,6.58
720,1,-0.064453,-1.529041,-0.605469,-1.293707,-0.064453,-0.605469,287,288,56,55,5.77
721,1,2.826172,1.156967,-1.417969,-2.766535,2.826172,-1.417969,285,285,53,56,5.05
722,1,0.923828,-0.163486,0.269531,-0.206059,0.923828,0.269531,287,286,48,48,4.40
723,1,1.835938,1.126789,-0.445312,-1.590758,1.835938,-0.445312,289,286,72,53,5.28
724,1,2.281250,0.467883,-0.433594,-0.917492,2.281250,-0.433594,299,277,50,88,5.48
725,1,2.273438,1.736127,0.246094,-0.200436,2.273438,0.246094,296,284,51,49,3.09
726,1,-0.332031,-0.859658,1.869141,0.864428,-0.332031,1.869141,291,281,49,51,4.35
727,1,2.548828,1.048416,-0.068359,-1.788977,2.548828,-0.068359,280,163,44,53,5.98
728,1,2.162109,1.192002,-0.828125,-1.389619,2.162109,-0.828125,291,198,54,52,2.97
729,1,-0.296875,-1.064070,0.269531,-0.216291,-0.296875,0.269531,282,221,72,55,4.25
730,1,0.138672,-1.234230,-0.162109,-0.582922,0.138672,-0.162109,279,226,51,56,5.09
731,1,0.732422,-0.169334,-0.906250,-1.477730,0.732422,-0.906250,280,225,47,56,3.11
732,1,0.160156,-0.724322,-0.794922,-1.744418,0.160156,-0.794922,279,228,49,47,4.08
733,1,0.697266,-0.398168,1.189453,0.160980,0.697266,1.189453,275,234,52,48,5.01
734,1,1.191406,0.223637,0.431641,-0.197154,1.191406,0.431641,281,255,55,56,2.06
735,1,0.820312,0.124590,-0.400391,-0.741789,0.820312,-0.400391,204,251,50,49,2.12
736,1,1.740234,0.903783,-0.982422,-3.311514,1.740234,-0.982422,232,249,49,55,5.00
737,1,2.166016,1.326799,1.949219,1.000240,2.166016,1.949219,244,245,47,53,4.06
738,1,1.291016,-0.302500,0.078125,-0.792607,1.291016,0.078125,259,242,52,50,6.06
739,1,1.882812,1.290945,-0.121094,-0.426117,1.882812,-0.121094,252,239,51,50,2.98
740,1,0.826172,-0.103027,-1.369141,-1.848713,0.826172,-1.369141,261,241,50,49,3.98
741,1,2.781250,1.478301,0.238281,-1.267895,2.781250,0.238281,265,247,50,51,4.26
742,1,2.162109,1.636625,-1.251953,-2.340100,2.162109,-1.251953,255,235,58,47,2.91
743,1,0.203125,-1.242947,-1.937500,-2.813984,0.203125,-1.937500,269,238,53,49,5.69
744,1,2.324219,1.827088,-0.128906,-0.920547,2.324219,-0.128906,265,253,50,50,3.09
745,1,3.552734,2.433484,-0.322266,-1.790145,3.552734,-0.322266,270,254,50,49,6.18
746,1,-0.201172,-0.794223,0.085938,-0.701885,-0.201172,0.085938,268,256,50,84,5.35
747,1,1.398438,0.788064,-0.242188,-0.806344,1.398438,-0.242188,267,258,50,84,2.04
748,1,2.705078,2.119176,-1.908203,-2.409488,2.705078,-1.908203,264,265,50,84,3.20
749,1,-0.515625,-1.216197,-0.228516,-1.387514,-0.515625,-0.228516,266,272,51,53,4.19
750,1,1.921875,1.232621,-1.369141,-2.347160,1.921875,-1.369141,267,263,49,47,2.94
751,1,3.091797,2.561672,0.605469,-0.181072,3.091797,0.605469,267,277,50,84,2.02
752,1,2.076172,1.068041,0.425781,-0.166494,2.076172,0.425781,270,284,50,50,2.98
753,1,1.558594,0.999926,0.679688,0.050891,1.558594,0.679688,267,276,50,53,2.04
754,1,0.583984,-0.012119,-1.013672,-1.489893,0.583984,-1.013672,269,275,50,84,3.14
755,1,1.998047,1.528713,-2.146484,-2.476943,1.998047,-2.146484,266,288,48,49,3.21
756,1,1.691406,1.147633,-0.031250,-0.737057,1.691406,-0.031250,269,298,51,51,3.14
757,1,1.300781,0.035881,-0.878906,-1.717742,1.300781,-0.878906,276,294,54,49,5.05
758,1,0.582031,-0.764164,-0.251953,-0.903580,0.582031,-0.251953,268,291,50,84,5.20
759,1,0.621094,-0.166826,-0.339844,-0.670813,0.621094,-0.339844,274,297,56,54,3.06
760,1,1.851562,1.413721,1.283203,0.432838,1.851562,1.283203,278,297,51,84,2.96
761,1,-0.361328,-1.011098,-1.343750,-1.747318,-0.361328,-1.343750,276,300,54,84,3.17
762,1,-0.873047,-1.510680,0.464844,-0.561105,-0.873047,0.464844,275,311,50,48,4.43
763,1,0.925781,0.399215,-0.964844,-1.392039,0.925781,-0.964844,279,310,48,84,3.41
764,1,1.929688,0.961494,0.431641,0.014145,1.929688,0.431641,279,308,50,49,3.99
765,1,2.195312,1.729893,0.498047,-0.069049,2.195312,0.498047,280,307,52,51,2.04
766,1,1.365234,-0.150805,-0.775391,-1.176111,1.365234,-0.775391,284,301,50,48,4.45
767,1,2.931641,2.400525,0.488281,-0.538598,2.931641,0.488281,284,267,51,84,4.39
